storageLink,entity,entity_type,mid,wikipedia_url,entity_mention,begin_offset,mention_sentiment_magnitude,mention_sentiment_score,mention_type,entity_salience,entity_sentiment_magnitude,entity_sentiment_score,WordNet Type Type,WordNet Type,entity_lemma,entity_lemma_lower,dbpedia_type,wikidata_type,all_dbpedia_types,all_wikidata_types,type_v1,type_v2,type_v3
8vdw-1aK6-o,radio contact,OTHER,none,none,radio contact,180,0.0,0.0,COMMON,0.06513681262731552,0.0,0.0,OTHER,,radio contact,radio contact,OTHER,OTHER,,"MusicAlbum, Thing",OTHER,OTHER,OTHER
8vdw-1aK6-o,fact,OTHER,none,none,fact,161,0.0,0.0,COMMON,0.04356114938855171,0.0,0.0,OTHER,,fact,fact,PERSON,OTHER,http://dbpedia.org/ontology/Person,"MusicGroup, Thing",OTHER,OTHER,OTHER
8vdw-1aK6-o,lot,OTHER,none,none,lot,258,0.20000000298023224,-0.20000000298023224,COMMON,0.028929103165864944,0.20000000298023224,-0.20000000298023224,OTHER,"LOCATION, ORGANIZATION, PERSON",lot,lot,OTHER,"LOCATION, PERSON",,"Thing, AdministrativeArea, Place, Person",OTHER,OTHER,OTHER
8vdw-1aK6-o,instruments,OTHER,none,none,instruments,297,0.0,0.0,COMMON,0.025997916236519814,0.0,0.0,OTHER,PERSON,instrument,instrument,OTHER,OTHER,,"Thing, MusicRecording",OTHER,OTHER,OTHER
8vdw-1aK6-o,some,OTHER,none,none,some,285,0.0,0.0,COMMON,0.024213090538978577,0.0,0.0,OTHER,,some,some,OTHER,OTHER,,"Thing, Movie",OTHER,OTHER,OTHER
8vdw-1aK6-o,data,OTHER,none,none,data,265,0.0,0.0,COMMON,0.02209089137613773,0.0,0.0,OTHER,ORGANIZATION,datum,datum,OTHER,OTHER,,"MusicGroup, Thing",OTHER,OTHER,OTHER
