storageLink,label,time_offset,confidence,type,label_entity_id,type_id,label_lemma,label_lemma_lower,dbpedia_type,wikidata_type,all_dbpedia_types,all_wikidata_types,WordNet Type,type_v1,type_v2,type_v3,type_v4,type_v5
_mijYXcSCS4,coral reef,31.0,0.9409440159797668,geographical feature,/m/0l_br,/m/043rvww,coral reef,coral reef,OTHER,,,,,LOCATION,geographical feature,geographical feature,geographical feature,LOCATION
_mijYXcSCS4,coral reef,32.0,0.8158754110336304,geographical feature,/m/0l_br,/m/043rvww,coral reef,coral reef,OTHER,,,,,LOCATION,geographical feature,geographical feature,geographical feature,LOCATION
_mijYXcSCS4,coral reef,33.0,0.8707970976829529,geographical feature,/m/0l_br,/m/043rvww,coral reef,coral reef,OTHER,,,,,LOCATION,geographical feature,geographical feature,geographical feature,LOCATION
_mijYXcSCS4,coral reef,34.0,0.8247331976890564,geographical feature,/m/0l_br,/m/043rvww,coral reef,coral reef,OTHER,,,,,LOCATION,geographical feature,geographical feature,geographical feature,LOCATION
_mijYXcSCS4,underwater,27.0,0.8817073702812195,OTHER,/m/01sfb5,,underwater,underwater,OTHER,,,,,OTHER,OTHER,OTHER,OTHER,OTHER
_mijYXcSCS4,underwater,28.0,0.8822979927062988,OTHER,/m/01sfb5,,underwater,underwater,OTHER,,,,,OTHER,OTHER,OTHER,OTHER,OTHER
_mijYXcSCS4,underwater,29.0,0.8872888684272766,OTHER,/m/01sfb5,,underwater,underwater,OTHER,,,,,OTHER,OTHER,OTHER,OTHER,OTHER
_mijYXcSCS4,underwater,30.0,0.8922617435455322,OTHER,/m/01sfb5,,underwater,underwater,OTHER,,,,,OTHER,OTHER,OTHER,OTHER,OTHER
_mijYXcSCS4,underwater,31.0,0.7703081369400024,OTHER,/m/01sfb5,,underwater,underwater,OTHER,,,,,OTHER,OTHER,OTHER,OTHER,OTHER
_mijYXcSCS4,stony coral,27.0,0.9209728240966796,coral,/m/03njrd,/m/0ctsx,stony coral,stony coral,OTHER,,,,,coral,coral,coral,coral,OTHER
_mijYXcSCS4,stony coral,28.0,0.9213075637817384,coral,/m/03njrd,/m/0ctsx,stony coral,stony coral,OTHER,,,,,coral,coral,coral,coral,OTHER
_mijYXcSCS4,stony coral,29.0,0.9142890572547911,coral,/m/03njrd,/m/0ctsx,stony coral,stony coral,OTHER,,,,,coral,coral,coral,coral,OTHER
_mijYXcSCS4,stony coral,30.0,0.9168055057525636,coral,/m/03njrd,/m/0ctsx,stony coral,stony coral,OTHER,,,,,coral,coral,coral,coral,OTHER
_mijYXcSCS4,stony coral,31.0,0.8783215284347534,coral,/m/03njrd,/m/0ctsx,stony coral,stony coral,OTHER,,,,,coral,coral,coral,coral,OTHER
_mijYXcSCS4,stony coral,32.0,0.6525521874427795,coral,/m/03njrd,/m/0ctsx,stony coral,stony coral,OTHER,,,,,coral,coral,coral,coral,OTHER
_mijYXcSCS4,stony coral,33.0,0.7430904507637024,coral,/m/03njrd,/m/0ctsx,stony coral,stony coral,OTHER,,,,,coral,coral,coral,coral,OTHER
_mijYXcSCS4,stony coral,34.0,0.6928259134292603,coral,/m/03njrd,/m/0ctsx,stony coral,stony coral,OTHER,,,,,coral,coral,coral,coral,OTHER
_mijYXcSCS4,ecosystem,27.0,0.9309909343719482,geographical feature,/m/02mhj,/m/043rvww,ecosystem,ecosystem,OTHER,,http://dbpedia.org/ontology/Settlement,,ORGANIZATION,LOCATION,geographical feature,geographical feature,geographical feature,LOCATION
_mijYXcSCS4,ecosystem,28.0,0.9284340143203736,geographical feature,/m/02mhj,/m/043rvww,ecosystem,ecosystem,OTHER,,http://dbpedia.org/ontology/Settlement,,ORGANIZATION,LOCATION,geographical feature,geographical feature,geographical feature,LOCATION
_mijYXcSCS4,ecosystem,29.0,0.9220165014266968,geographical feature,/m/02mhj,/m/043rvww,ecosystem,ecosystem,OTHER,,http://dbpedia.org/ontology/Settlement,,ORGANIZATION,LOCATION,geographical feature,geographical feature,geographical feature,LOCATION
_mijYXcSCS4,ecosystem,30.0,0.9230427145957948,geographical feature,/m/02mhj,/m/043rvww,ecosystem,ecosystem,OTHER,,http://dbpedia.org/ontology/Settlement,,ORGANIZATION,LOCATION,geographical feature,geographical feature,geographical feature,LOCATION
_mijYXcSCS4,organism,27.0,0.8089934587478638,OTHER,/m/05nnm,,organism,organism,OTHER,,,,ORGANIZATION,OTHER,OTHER,OTHER,OTHER,OTHER
_mijYXcSCS4,organism,28.0,0.8102031350135803,OTHER,/m/05nnm,,organism,organism,OTHER,,,,ORGANIZATION,OTHER,OTHER,OTHER,OTHER,OTHER
_mijYXcSCS4,organism,29.0,0.8115155100822449,OTHER,/m/05nnm,,organism,organism,OTHER,,,,ORGANIZATION,OTHER,OTHER,OTHER,OTHER,OTHER
_mijYXcSCS4,organism,30.0,0.8185601830482483,OTHER,/m/05nnm,,organism,organism,OTHER,,,,ORGANIZATION,OTHER,OTHER,OTHER,OTHER,OTHER
_mijYXcSCS4,organism,31.0,0.7821363210678101,OTHER,/m/05nnm,,organism,organism,OTHER,,,,ORGANIZATION,OTHER,OTHER,OTHER,OTHER,OTHER
_mijYXcSCS4,organism,32.0,0.670940101146698,OTHER,/m/05nnm,,organism,organism,OTHER,,,,ORGANIZATION,OTHER,OTHER,OTHER,OTHER,OTHER
_mijYXcSCS4,organism,33.0,0.6819934844970703,OTHER,/m/05nnm,,organism,organism,OTHER,,,,ORGANIZATION,OTHER,OTHER,OTHER,OTHER,OTHER
_mijYXcSCS4,organism,34.0,0.6850539445877075,OTHER,/m/05nnm,,organism,organism,OTHER,,,,ORGANIZATION,OTHER,OTHER,OTHER,OTHER,OTHER
_mijYXcSCS4,seaweed,31.0,0.4517167508602142,OTHER,/m/0cj6f,,seaweed,seaweed,OTHER,,,,,OTHER,OTHER,OTHER,OTHER,OTHER
_mijYXcSCS4,reef,27.0,0.9716944694519044,geographical feature,/m/01jypq,/m/043rvww,reef,reef,OTHER,,http://dbpedia.org/ontology/ArchitecturalStructure,,LOCATION,LOCATION,geographical feature,geographical feature,geographical feature,LOCATION
_mijYXcSCS4,reef,28.0,0.9674264788627625,geographical feature,/m/01jypq,/m/043rvww,reef,reef,OTHER,,http://dbpedia.org/ontology/ArchitecturalStructure,,LOCATION,LOCATION,geographical feature,geographical feature,geographical feature,LOCATION
_mijYXcSCS4,reef,29.0,0.9683513641357422,geographical feature,/m/01jypq,/m/043rvww,reef,reef,OTHER,,http://dbpedia.org/ontology/ArchitecturalStructure,,LOCATION,LOCATION,geographical feature,geographical feature,geographical feature,LOCATION
_mijYXcSCS4,reef,30.0,0.9626358151435852,geographical feature,/m/01jypq,/m/043rvww,reef,reef,OTHER,,http://dbpedia.org/ontology/ArchitecturalStructure,,LOCATION,LOCATION,geographical feature,geographical feature,geographical feature,LOCATION
_mijYXcSCS4,reef,31.0,0.925981104373932,geographical feature,/m/01jypq,/m/043rvww,reef,reef,OTHER,,http://dbpedia.org/ontology/ArchitecturalStructure,,LOCATION,LOCATION,geographical feature,geographical feature,geographical feature,LOCATION
_mijYXcSCS4,reef,32.0,0.8305491805076599,geographical feature,/m/01jypq,/m/043rvww,reef,reef,OTHER,,http://dbpedia.org/ontology/ArchitecturalStructure,,LOCATION,LOCATION,geographical feature,geographical feature,geographical feature,LOCATION
_mijYXcSCS4,reef,33.0,0.8880734443664551,geographical feature,/m/01jypq,/m/043rvww,reef,reef,OTHER,,http://dbpedia.org/ontology/ArchitecturalStructure,,LOCATION,LOCATION,geographical feature,geographical feature,geographical feature,LOCATION
_mijYXcSCS4,reef,34.0,0.8706502914428711,geographical feature,/m/01jypq,/m/043rvww,reef,reef,OTHER,,http://dbpedia.org/ontology/ArchitecturalStructure,,LOCATION,LOCATION,geographical feature,geographical feature,geographical feature,LOCATION
