storageLink,label,time_offset,confidence,type,label_entity_id,type_id,WordNet Type Type,WordNet Type,label_lemma,label_lemma_lower,dbpedia_type,wikidata_type,all_dbpedia_types,all_wikidata_types,type_v1,type_v2,type_v3,type_v4,type_v5
i61j1noX0Kw,mammal,47.0,0.923223614692688,animal,/m/04rky,/m/0jbk,OTHER,,mammal,mammal,OTHER,,,,animal,animal,animal,animal,OTHER
i61j1noX0Kw,arctic ocean,6.0,0.8178501725196838,ocean,/m/0j85,/m/05kq4,OTHER,,arctic ocean,arctic ocean,OTHER,,,,LOCATION,ocean,ocean,ocean,LOCATION
i61j1noX0Kw,arctic ocean,7.0,0.9317268133163452,ocean,/m/0j85,/m/05kq4,OTHER,,arctic ocean,arctic ocean,OTHER,,,,LOCATION,ocean,ocean,ocean,LOCATION
i61j1noX0Kw,arctic ocean,8.0,0.7951785922050476,ocean,/m/0j85,/m/05kq4,OTHER,,arctic ocean,arctic ocean,OTHER,,,,LOCATION,ocean,ocean,ocean,LOCATION
i61j1noX0Kw,arctic ocean,22.0,0.8186911344528198,ocean,/m/0j85,/m/05kq4,OTHER,,arctic ocean,arctic ocean,OTHER,,,,LOCATION,ocean,ocean,ocean,LOCATION
i61j1noX0Kw,arctic ocean,23.0,0.7585482001304626,ocean,/m/0j85,/m/05kq4,OTHER,,arctic ocean,arctic ocean,OTHER,,,,LOCATION,ocean,ocean,ocean,LOCATION
i61j1noX0Kw,arctic ocean,24.0,0.8699231743812561,ocean,/m/0j85,/m/05kq4,OTHER,,arctic ocean,arctic ocean,OTHER,,,,LOCATION,ocean,ocean,ocean,LOCATION
i61j1noX0Kw,arctic ocean,25.0,0.8727971315383911,ocean,/m/0j85,/m/05kq4,OTHER,,arctic ocean,arctic ocean,OTHER,,,,LOCATION,ocean,ocean,ocean,LOCATION
i61j1noX0Kw,arctic ocean,42.0,0.6481236219406128,ocean,/m/0j85,/m/05kq4,OTHER,,arctic ocean,arctic ocean,OTHER,,,,LOCATION,ocean,ocean,ocean,LOCATION
i61j1noX0Kw,arctic ocean,50.0,0.9464993476867676,ocean,/m/0j85,/m/05kq4,OTHER,,arctic ocean,arctic ocean,OTHER,,,,LOCATION,ocean,ocean,ocean,LOCATION
i61j1noX0Kw,arctic ocean,51.0,0.8181630373001099,ocean,/m/0j85,/m/05kq4,OTHER,,arctic ocean,arctic ocean,OTHER,,,,LOCATION,ocean,ocean,ocean,LOCATION
i61j1noX0Kw,arctic ocean,52.0,0.9125588536262512,ocean,/m/0j85,/m/05kq4,OTHER,,arctic ocean,arctic ocean,OTHER,,,,LOCATION,ocean,ocean,ocean,LOCATION
i61j1noX0Kw,arctic ocean,53.0,0.8725104331970215,ocean,/m/0j85,/m/05kq4,OTHER,,arctic ocean,arctic ocean,OTHER,,,,LOCATION,ocean,ocean,ocean,LOCATION
i61j1noX0Kw,arctic ocean,54.0,0.7861441373825073,ocean,/m/0j85,/m/05kq4,OTHER,,arctic ocean,arctic ocean,OTHER,,,,LOCATION,ocean,ocean,ocean,LOCATION
i61j1noX0Kw,texture,5.0,0.5728669166564941,none,/m/0521dbh,none,OTHER,,texture,texture,OTHER,,,,none,none,none,none,OTHER
i61j1noX0Kw,texture,34.0,0.7291869521141052,none,/m/0521dbh,none,OTHER,,texture,texture,OTHER,,,,none,none,none,none,OTHER
i61j1noX0Kw,dust,5.0,0.6053613424301147,none,/m/015l_t,none,OTHER,,dust,dust,OTHER,,,,none,none,none,none,OTHER
i61j1noX0Kw,sunlight,5.0,0.7142754793167114,light,/m/06z0n,/m/04k84,"LOCATION, PERSON",,sunlight,sunlight,OTHER,,http://dbpedia.org/ontology/AnatomicalStructure,,light,light,light,light,OTHER
i61j1noX0Kw,sunlight,7.0,0.6267170310020447,light,/m/06z0n,/m/04k84,"LOCATION, PERSON",,sunlight,sunlight,OTHER,,http://dbpedia.org/ontology/AnatomicalStructure,,light,light,light,light,OTHER
i61j1noX0Kw,sunlight,18.0,0.6947493553161621,light,/m/06z0n,/m/04k84,"LOCATION, PERSON",,sunlight,sunlight,OTHER,,http://dbpedia.org/ontology/AnatomicalStructure,,light,light,light,light,OTHER
i61j1noX0Kw,sunlight,19.0,0.6310348510742188,light,/m/06z0n,/m/04k84,"LOCATION, PERSON",,sunlight,sunlight,OTHER,,http://dbpedia.org/ontology/AnatomicalStructure,,light,light,light,light,OTHER
i61j1noX0Kw,sunlight,22.0,0.745667040348053,light,/m/06z0n,/m/04k84,"LOCATION, PERSON",,sunlight,sunlight,OTHER,,http://dbpedia.org/ontology/AnatomicalStructure,,light,light,light,light,OTHER
i61j1noX0Kw,sunlight,38.0,0.8131274580955505,light,/m/06z0n,/m/04k84,"LOCATION, PERSON",,sunlight,sunlight,OTHER,,http://dbpedia.org/ontology/AnatomicalStructure,,light,light,light,light,OTHER
i61j1noX0Kw,sunlight,39.0,0.6527642011642456,light,/m/06z0n,/m/04k84,"LOCATION, PERSON",,sunlight,sunlight,OTHER,,http://dbpedia.org/ontology/AnatomicalStructure,,light,light,light,light,OTHER
i61j1noX0Kw,sunlight,40.0,0.7949649095535278,light,/m/06z0n,/m/04k84,"LOCATION, PERSON",,sunlight,sunlight,OTHER,,http://dbpedia.org/ontology/AnatomicalStructure,,light,light,light,light,OTHER
i61j1noX0Kw,sunlight,41.0,0.7293996810913086,light,/m/06z0n,/m/04k84,"LOCATION, PERSON",,sunlight,sunlight,OTHER,,http://dbpedia.org/ontology/AnatomicalStructure,,light,light,light,light,OTHER
