storageLink,entity,entity_type,mid,wikipedia_url,entity_mention,begin_offset,mention_sentiment_magnitude,mention_sentiment_score,mention_type,entity_salience,entity_sentiment_magnitude,entity_sentiment_score,WordNet Type Type,WordNet Type,entity_lemma,entity_lemma_lower,dbpedia_type,wikidata_type,all_dbpedia_types,all_wikidata_types,type_v1,type_v2,type_v3
X-zLKAGEFmg,anything,OTHER,none,none,anything,21,0.0,0.0,COMMON,0.17071381211280826,0.0,0.0,OTHER,,anything,anything,OTHER,OTHER,,Thing,OTHER,OTHER,OTHER
X-zLKAGEFmg,movies,WORK_OF_ART,none,none,movies,5,0.8000000119209291,0.8000000119209291,COMMON,0.15459859371185306,0.8000000119209291,0.8000000119209291,OTHER,,movie,movie,OTHER,EVENT,,"Thing, Event",WORK_OF_ART,WORK_OF_ART,EVENT
X-zLKAGEFmg,kind,OTHER,none,none,kind,52,0.8999999761581421,0.8999999761581421,COMMON,0.1365349441766739,0.8999999761581421,0.8999999761581421,OTHER,,kind,kind,OTHER,ORGANIZATION,,"Corporation, Organization, Thing",OTHER,OTHER,OTHER
X-zLKAGEFmg,storm scenario,OTHER,none,none,storm scenario,70,0.699999988079071,0.699999988079071,COMMON,0.1365349441766739,0.699999988079071,0.699999988079071,OTHER,,storm scenario,storm scenario,OTHER,OTHER,,OTHER,OTHER,OTHER,OTHER
X-zLKAGEFmg,Alfred,PERSON,none,none,Alfred,276,0.0,0.0,PROPER,0.08350318670272827,0.8000000119209291,0.4000000059604645,OTHER,PERSON,Alfred,alfred,OTHER,OTHER,,OTHER,PERSON,PERSON,PERSON
X-zLKAGEFmg,principle,OTHER,none,none,principle,263,0.10000000149011612,0.10000000149011612,COMMON,0.06765615195035933,0.4000000059604645,0.0,OTHER,,principle,principle,OTHER,OTHER,http://dbpedia.org/ontology/Agent,"Thing, MusicRecording",OTHER,OTHER,OTHER
X-zLKAGEFmg,movie,WORK_OF_ART,none,none,movie,156,0.0,0.0,COMMON,0.029099408537149436,0.0,0.0,OTHER,,movie,movie,OTHER,EVENT,,"Thing, Event",WORK_OF_ART,WORK_OF_ART,EVENT
X-zLKAGEFmg,hype,OTHER,none,none,hype,370,0.8999999761581421,0.8999999761581421,COMMON,0.028503870591521263,0.8999999761581421,0.8999999761581421,OTHER,,hype,hype,OTHER,OTHER,,OTHER,OTHER,OTHER,OTHER
X-zLKAGEFmg,guys,PERSON,none,none,guys,143,0.30000001192092896,-0.30000001192092896,COMMON,0.02558259852230549,0.30000001192092896,-0.30000001192092896,OTHER,PERSON,guy,guy,OTHER,OTHER,,OTHER,PERSON,PERSON,PERSON
X-zLKAGEFmg,testosterone,OTHER,none,none,testosterone,103,0.699999988079071,0.699999988079071,COMMON,0.02558259852230549,0.699999988079071,0.699999988079071,OTHER,,testosterone,testosterone,OTHER,OTHER,"http://dbpedia.org/ontology/Protein, http://dbpedia.org/ontology/Drug, http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#ChemicalObject, http://dbpedia.org/ontology/ChemicalSubstance",Thing,OTHER,OTHER,OTHER
X-zLKAGEFmg,hype,OTHER,none,none,hype,430,0.699999988079071,0.699999988079071,COMMON,0.01807699166238308,0.699999988079071,0.699999988079071,OTHER,,hype,hype,OTHER,OTHER,,OTHER,OTHER,OTHER,OTHER
