storageLink,entity,entity_type,mid,wikipedia_url,entity_mention,begin_offset,mention_sentiment_magnitude,mention_sentiment_score,mention_type,entity_salience,entity_sentiment_magnitude,entity_sentiment_score,WordNet Type Type,WordNet Type,entity_lemma,entity_lemma_lower,dbpedia_type,wikidata_type,all_dbpedia_types,all_wikidata_types,type_v1,type_v2,type_v3
X-zLKAGEFmg,butler,PERSON,none,none,butler,287,0.0,0.0,COMMON,0.01750463992357254,0.0,0.0,OTHER,PERSON,butler,butler,PERSON,OTHER,http://dbpedia.org/ontology/Person,OTHER,PERSON,PERSON,PERSON
X-zLKAGEFmg,reviews,WORK_OF_ART,none,none,reviews,394,0.10000000149011612,0.10000000149011612,COMMON,0.014759148471057415,0.10000000149011612,0.10000000149011612,OTHER,,review,review,OTHER,OTHER,,"Thing, MusicRecording",WORK_OF_ART,WORK_OF_ART,EVENT
X-zLKAGEFmg,cars,CONSUMER_GOOD,none,none,cars,533,0.8999999761581421,0.8999999761581421,COMMON,0.011931167915463448,0.8999999761581421,0.8999999761581421,OTHER,,car,car,OTHER,OTHER,,"VideoGame, Thing, Movie",OTHER,OTHER,OTHER
X-zLKAGEFmg,course,OTHER,none,none,course,546,0.0,0.0,COMMON,0.011911628767848015,0.0,0.0,OTHER,"ORGANIZATION, LOCATION",course,course,OTHER,OTHER,,"Thing, MusicRecording",OTHER,OTHER,OTHER
X-zLKAGEFmg,joker,OTHER,none,none,joker,612,0.0,0.0,COMMON,0.011911628767848015,0.0,0.0,OTHER,PERSON,joker,joker,OTHER,ORGANIZATION,,"Corporation, Organization, Thing",OTHER,OTHER,OTHER
X-zLKAGEFmg,portrayal,OTHER,none,none,portrayal,597,0.8999999761581421,0.8999999761581421,COMMON,0.011911628767848015,0.8999999761581421,0.8999999761581421,OTHER,,portrayal,portrayal,OTHER,OTHER,,"Thing, MusicRecording, VisualArtwork",OTHER,OTHER,OTHER
X-zLKAGEFmg,Batman,PERSON,/m/01d5g,https://en.wikipedia.org/wiki/Batman,Batman,332,0.0,0.0,PROPER,0.010310688056051731,0.0,0.0,OTHER,PERSON,Batman,batman,PERSON,LOCATION,"http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson, http://dbpedia.org/ontology/Person, http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Agent, http://dbpedia.org/ontology/Agent, http://dbpedia.org/ontology/FictionalCharacter, http://dbpedia.org/ontology/ComicsCharacter","Thing, Place, City, AdministrativeArea",PERSON,PERSON,PERSON
X-zLKAGEFmg,things,OTHER,none,none,things,647,0.20000000298023224,0.20000000298023224,COMMON,0.008330358192324638,0.20000000298023224,0.20000000298023224,OTHER,EVENT,thing,thing,OTHER,OTHER,,"Thing, CreativeWork, Movie",OTHER,OTHER,OTHER
X-zLKAGEFmg,people,PERSON,none,none,people,663,0.0,0.0,COMMON,0.008330358192324638,0.0,0.0,OTHER,ORGANIZATION,people,people,OTHER,OTHER,,"Thing, TVSeries",PERSON,PERSON,PERSON
X-zLKAGEFmg,Heath Ledger,PERSON,/m/0237fw,https://en.wikipedia.org/wiki/Heath_Ledger,Heath Ledger,565,0.4000000059604645,0.4000000059604645,PROPER,0.007046480663120747,0.4000000059604645,0.4000000059604645,OTHER,,Heath Ledger,heath ledger,OTHER,PERSON,,"Thing, MusicRecording, Person",PERSON,PERSON,PERSON
X-zLKAGEFmg,Trails,OTHER,none,none,Trails,476,0.8999999761581421,0.8999999761581421,COMMON,0.003287825034931302,0.8999999761581421,0.8999999761581421,OTHER,,Trails,trail,OTHER,OTHER,,"MusicGroup, Thing",OTHER,OTHER,OTHER
X-zLKAGEFmg,director,PERSON,none,none,director,500,0.8999999761581421,0.8999999761581421,COMMON,0.003281594021245837,0.8999999761581421,0.8999999761581421,OTHER,PERSON,director,director,OTHER,OTHER,,"MusicGroup, Thing",PERSON,PERSON,PERSON
X-zLKAGEFmg,Chris Nolan,PERSON,/m/0184dt,https://en.wikipedia.org/wiki/Christopher_Nolan,Chris Nolan,513,0.8000000119209291,0.8000000119209291,PROPER,0.003095768392086029,0.8000000119209291,0.8000000119209291,OTHER,,Chris Nolan,chris nolan,OTHER,PERSON,,"Thing, Person",PERSON,PERSON,PERSON
