storageLink,entity,entity_type,mid,wikipedia_url,entity_mention,begin_offset,mention_sentiment_magnitude,mention_sentiment_score,mention_type,entity_salience,entity_sentiment_magnitude,entity_sentiment_score,WordNet Type Type,WordNet Type,entity_lemma,entity_lemma_lower,dbpedia_type,wikidata_type,all_dbpedia_types,all_wikidata_types,type_v1,type_v2,type_v3
elR2XL8rLtU,people,PERSON,none,none,people,108,0.0,0.0,COMMON,0.2725174129009247,0.0,0.0,OTHER,ORGANIZATION,people,people,OTHER,OTHER,,"Thing, TVSeries",PERSON,PERSON,PERSON
elR2XL8rLtU,Spike Lee,PERSON,/m/06pjs,https://en.wikipedia.org/wiki/Spike_Lee,Spike Lee,479,0.0,0.0,PROPER,0.12999022006988525,0.20000000298023224,0.0,OTHER,PERSON,Spike Lee,spike lee,OTHER,PERSON,,"Thing, Book, Person",PERSON,PERSON,PERSON
elR2XL8rLtU,Spike Lee,PERSON,/m/06pjs,https://en.wikipedia.org/wiki/Spike_Lee,Spike Lee,821,0.0,0.0,PROPER,0.12999022006988525,0.20000000298023224,0.0,OTHER,PERSON,Spike Lee,spike lee,OTHER,PERSON,,"Thing, Book, Person",PERSON,PERSON,PERSON
elR2XL8rLtU,power,OTHER,none,none,power,77,0.30000001192092896,-0.30000001192092896,COMMON,0.0949343964457512,0.30000001192092896,-0.30000001192092896,OTHER,"PERSON, ORGANIZATION",power,power,OTHER,ORGANIZATION,,"Thing, Corporation, Organization, Movie, TVSeries",OTHER,OTHER,OTHER
elR2XL8rLtU,acknowledgement,OTHER,none,none,acknowledgement,12,0.30000001192092896,-0.30000001192092896,COMMON,0.08377093076705933,0.30000001192092896,-0.30000001192092896,OTHER,,acknowledgement,acknowledgement,OTHER,OTHER,,"Thing, MusicRecording",OTHER,OTHER,OTHER
elR2XL8rLtU,dignity,OTHER,none,none,dignity,54,0.30000001192092896,-0.30000001192092896,COMMON,0.08377093076705933,0.30000001192092896,-0.30000001192092896,OTHER,,dignity,dignity,OTHER,OTHER,,OTHER,OTHER,OTHER,OTHER
elR2XL8rLtU,Executives,PERSON,none,none,Executives,729,0.0,0.0,COMMON,0.08321209996938705,1.0,-0.20000000298023224,OTHER,"PERSON, ORGANIZATION",Executives,executive,OTHER,OTHER,,OTHER,PERSON,PERSON,PERSON
elR2XL8rLtU,problem,OTHER,none,none,problem,171,0.6000000238418579,-0.6000000238418579,COMMON,0.0692887008190155,1.2999999523162842,-0.6000000238418579,OTHER,,problem,problem,OTHER,OTHER,,"MusicGroup, Thing",OTHER,OTHER,OTHER
elR2XL8rLtU,nominations,OTHER,none,none,nominations,229,0.20000000298023224,-0.20000000298023224,COMMON,0.020468663424253464,0.20000000298023224,-0.20000000298023224,OTHER,,nomination,nomination,OTHER,OTHER,,Thing,OTHER,OTHER,OTHER
elR2XL8rLtU,outcry,OTHER,none,none,outcry,400,0.6000000238418579,-0.6000000238418579,COMMON,0.01362199243158102,0.6000000238418579,-0.6000000238418579,OTHER,,outcry,outcry,OTHER,OTHER,,"VideoGame, Thing, Movie",OTHER,OTHER,OTHER
