storageLink,entity,entity_type,mid,wikipedia_url,entity_mention,begin_offset,mention_sentiment_magnitude,mention_sentiment_score,mention_type,entity_salience,entity_sentiment_magnitude,entity_sentiment_score,WordNet Type Type,WordNet Type,entity_lemma,entity_lemma_lower,dbpedia_type,wikidata_type,all_dbpedia_types,all_wikidata_types,type_v1,type_v2,type_v3
vuk9mP0Vz7M,avail,OTHER,none,none,avail,475,0.4000000059604645,-0.4000000059604645,COMMON,0.005069822072982788,0.4000000059604645,-0.4000000059604645,OTHER,,avail,avail,"ORGANIZATION, PERSON",OTHER,"http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#SocialPerson, http://dbpedia.org/ontology/Group, http://dbpedia.org/ontology/Organisation, http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Agent, http://dbpedia.org/ontology/Band, http://dbpedia.org/ontology/Agent",OTHER,OTHER,OTHER,OTHER
vuk9mP0Vz7M,break,EVENT,none,none,break,708,0.10000000149011612,0.10000000149011612,COMMON,0.005063680000603199,0.10000000149011612,0.10000000149011612,OTHER,EVENT,break,break,OTHER,OTHER,,"Movie, Thing",EVENT,EVENT,EVENT
vuk9mP0Vz7M,talk,OTHER,none,none,talk,530,0.10000000149011612,0.10000000149011612,COMMON,0.0050519248470664024,0.10000000149011612,0.10000000149011612,OTHER,,talk,talk,OTHER,OTHER,,Thing,OTHER,OTHER,OTHER
vuk9mP0Vz7M,know,OTHER,none,none,know,567,0.0,0.0,COMMON,0.005038085859268904,0.0,0.0,OTHER,,know,know,OTHER,OTHER,,OTHER,OTHER,OTHER,OTHER
vuk9mP0Vz7M,language,OTHER,none,none,language,828,0.10000000149011612,0.10000000149011612,COMMON,0.004640121944248675,0.10000000149011612,0.10000000149011612,OTHER,,language,language,OTHER,OTHER,http://dbpedia.org/ontology/Disease,OTHER,OTHER,OTHER,OTHER
vuk9mP0Vz7M,organization,ORGANIZATION,none,none,organization,852,0.10000000149011612,0.10000000149011612,COMMON,0.004640121944248675,0.10000000149011612,0.10000000149011612,ORGANIZATION,ORGANIZATION,organization,organization,ORGANIZATION,EVENT,http://dbpedia.org/ontology/Organisation,"Event, Thing",ORGANIZATION,ORGANIZATION,ORGANIZATION
vuk9mP0Vz7M,grip,OTHER,none,none,grip,1129,0.10000000149011612,0.10000000149011612,COMMON,0.004443000536412001,0.10000000149011612,0.10000000149011612,OTHER,PERSON,grip,grip,OTHER,LOCATION,,"TouristAttraction, Thing, VideoGame, City, Place",OTHER,OTHER,OTHER
vuk9mP0Vz7M,interview,EVENT,none,none,interview,1182,0.0,0.0,COMMON,0.003952392842620611,0.0,0.0,OTHER,,interview,interview,OTHER,OTHER,http://dbpedia.org/ontology/Work,"MusicAlbum, MusicGroup, Thing",EVENT,EVENT,EVENT
vuk9mP0Vz7M,cities,LOCATION,none,none,cities,1323,0.0,0.0,COMMON,0.0038172050844877963,0.0,0.0,OTHER,"LOCATION, ORGANIZATION",city,city,OTHER,OTHER,,"MusicAlbum, Book, Thing",LOCATION,LOCATION,LOCATION
vuk9mP0Vz7M,comic timing,OTHER,none,none,comic timing,1241,0.0,0.0,COMMON,0.0034651681780815125,0.0,0.0,OTHER,,comic timing,comic timing,OTHER,OTHER,,OTHER,OTHER,OTHER,OTHER
vuk9mP0Vz7M,king,PERSON,none,none,king,1380,0.10000000149011612,0.10000000149011612,COMMON,0.003397992812097073,0.10000000149011612,0.10000000149011612,OTHER,PERSON,king,king,OTHER,ORGANIZATION,,"Organization, Corporation, Thing",PERSON,PERSON,PERSON
vuk9mP0Vz7M,water,OTHER,none,none,water,1301,0.0,0.0,COMMON,0.003247757442295552,0.0,0.0,OTHER,,water,water,OTHER,OTHER,http://dbpedia.org/ontology/ChemicalCompound,Thing,OTHER,OTHER,OTHER
vuk9mP0Vz7M,water,OTHER,none,none,water,1414,0.0,0.0,COMMON,0.003244427731260657,0.0,0.0,OTHER,,water,water,OTHER,OTHER,http://dbpedia.org/ontology/ChemicalCompound,Thing,OTHER,OTHER,OTHER
vuk9mP0Vz7M,Harry Miller,PERSON,none,none,Harry Miller,544,0.0,0.0,PROPER,0.0029785139486193657,0.0,0.0,OTHER,,Harry Miller,harry miller,OTHER,PERSON,,"Person, Thing",PERSON,PERSON,PERSON
vuk9mP0Vz7M,Silver Jubilee,WORK_OF_ART,none,none,Silver Jubilee,837,0.0,0.0,PROPER,0.0027430572081357236,0.0,0.0,OTHER,,Silver Jubilee,silver jubilee,OTHER,OTHER,http://dbpedia.org/ontology/Holiday,"MusicAlbum, Thing",WORK_OF_ART,WORK_OF_ART,EVENT
vuk9mP0Vz7M,display,OTHER,none,none,display,1333,0.0,0.0,COMMON,0.0024213234428316355,0.0,0.0,OTHER,,display,display,OTHER,ORGANIZATION,,"Corporation, Organization, Thing",OTHER,OTHER,OTHER
vuk9mP0Vz7M,mind,OTHER,none,none,mind,959,0.0,0.0,COMMON,0.0019309676717966801,0.0,0.0,OTHER,PERSON,mind,mind,OTHER,ORGANIZATION,,"Organization, Thing",OTHER,OTHER,OTHER
vuk9mP0Vz7M,words,OTHER,none,none,words,1016,0.8000000119209291,0.8000000119209291,COMMON,0.0017400489887222648,0.8000000119209291,0.8000000119209291,OTHER,PERSON,word,word,OTHER,OTHER,,Thing,OTHER,OTHER,OTHER
vuk9mP0Vz7M,Bonnie Hunt,PERSON,/m/015pvh,https://en.wikipedia.org/wiki/Bonnie_Hunt,Bonnie Hunt,1428,0.0,0.0,PROPER,0.001430146279744804,0.0,0.0,OTHER,,Bonnie Hunt,bonnie hunt,OTHER,PERSON,,"TVEpisode, Person, Thing",PERSON,PERSON,PERSON
vuk9mP0Vz7M,Peter,PERSON,none,none,Peter,1447,0.0,0.0,PROPER,0.0014294559368863706,0.0,0.0,OTHER,PERSON,Peter,peter,OTHER,OTHER,,OTHER,PERSON,PERSON,PERSON
vuk9mP0Vz7M,BBC News,ORGANIZATION,/m/049rl0,https://en.wikipedia.org/wiki/BBC_News,BBC News,1458,0.10000000149011612,-0.10000000149011612,PROPER,0.0014294559368863706,0.10000000149011612,-0.10000000149011612,ORGANIZATION,,BBC News,bbc news,OTHER,ORGANIZATION,,"Corporation, Organization, BroadcastChannel, Thing",ORGANIZATION,ORGANIZATION,ORGANIZATION
vuk9mP0Vz7M,English,OTHER,/m/02h40lc,https://en.wikipedia.org/wiki/English_language,English,1008,0.0,0.0,PROPER,0.0009029913344420493,0.0,0.0,OTHER,"PERSON, EVENT",English,english,OTHER,OTHER,,OTHER,OTHER,OTHER,OTHER
